17,2012-06-28 00:00:00,0
17,2012-06-28 01:00:00,0
17,2012-06-28 02:00:00,0
17,2012-06-28 03:00:00,0
17,2012-06-28 04:00:00,0
17,2012-06-28 05:00:00,0
17,2012-06-28 06:00:00,0
17,2012-06-28 07:00:00,0
17,2012-06-28 08:00:00,0
17,2012-06-28 09:00:00,0
17,2012-06-28 10:00:00,0
17,2012-06-28 11:00:00,0
17,2012-06-28 12:00:00,0
17,2012-06-28 13:00:00,0
17,2012-06-28 14:00:00,0
17,2012-06-28 15:00:00,0
17,2012-06-28 16:00:00,0
17,2012-06-28 17:00:00,0
17,2012-06-28 18:00:00,0
17,2012-06-28 19:00:00,0
17,2012-06-28 20:00:00,0
17,2012-06-28 21:00:00,0
17,2012-06-28 22:00:00,0
17,2012-06-28 23:00:00,0
17,2012-06-29 00:00:00,0
17,2012-06-29 01:00:00,0
17,2012-06-29 02:00:00,0
17,2012-06-29 03:00:00,0
17,2012-06-29 04:00:00,0
17,2012-06-29 05:00:00,0
17,2012-06-29 06:00:00,0
17,2012-06-29 07:00:00,0.15
17,2012-06-29 08:00:00,0.46
17,2012-06-29 09:00:00,0.666
17,2012-06-29 10:00:00,0.996
17,2012-06-29 11:00:00,1.16
17,2012-06-29 12:00:00,1.17
17,2012-06-29 13:00:00,1.65
17,2012-06-29 14:00:00,3.47
17,2012-06-29 15:00:00,1.5299
17,2012-06-29 16:00:00,0.5399
17,2012-06-29 17:00:00,0.59
17,2012-06-29 18:00:00,0.39
17,2012-06-29 19:00:00,0
17,2012-06-29 20:00:00,0
17,2012-06-29 21:00:00,0
17,2012-06-29 22:00:00,0
17,2012-06-29 23:00:00,0
17,2012-06-30 00:00:00,0
17,2012-06-30 01:00:00,0
17,2012-06-30 02:00:00,0
17,2012-06-30 03:00:00,0
17,2012-06-30 04:00:00,0
17,2012-06-30 05:00:00,0
17,2012-06-30 06:00:00,0
17,2012-06-30 07:00:00,0
17,2012-06-30 08:00:00,0
17,2012-06-30 09:00:00,0
17,2012-06-30 10:00:00,0
17,2012-06-30 11:00:00,0
17,2012-06-30 12:00:00,0
17,2012-06-30 13:00:00,0
17,2012-06-30 14:00:00,0
17,2012-06-30 15:00:00,0.1299
